id,date_collected,retailer_type,retailer_detail,food_type,food_detail,label_type,label_language,label_date,approximate_dollar_value,image_id,collection_lat,collection_long,label_explanation
5fc42fece12e1aa995d0b412,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,cut cantaloupe,sticker,sell thru,11/20/2020,5.64,IMG_3987,40.69789,-73.99267,
5fc4303ce12e1aa995d0b413,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,half chicken dinner,sticker,sell thru,11/20/2020,8.99,IMG_3989,40.69789,-73.99267,
5fc43082e12e1aa995d0b414,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,brisket of beef,sticker,sell thru,11/19/2020,13.64,IMG_3990,40.69789,-73.99267,
5fc430e0e12e1aa995d0b415,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,grilled chicken with sesame noodle hot dinner,sticker,sell thru,11/20/2020,8.99,IMG_3992,40.69789,-73.99267,
5fc43128e12e1aa995d0b416,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,brisket of beef,sticker,sell thru,11/19/2020,14.16,IMG_3991,40.69789,-73.99267,
5fc431aae12e1aa995d0b417,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,turkey wings smoked,sticker,sell by,11/30/2020,2.39,IMG_3993,40.69789,-73.99267,
5fc431e6e12e1aa995d0b418,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,mixed fruit cup,sticker,sell thru,11/19/2020,5.66,IMG_3994,40.69789,-73.99267,
5fc43224e12e1aa995d0b419,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,mixed fruit cup,sticker,sell thru,11/19/2020,5.8,IMG_3997,40.69789,-73.99267,
5fc4329ae12e1aa995d0b41a,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,honeydew cup,sticker,sell thru,11/19/2020,3.59,IMG_3996,40.69789,-73.99267,
5fc43303e12e1aa995d0b41b,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,turkey wings smoked,sticker,sell by,11/30/2020,2.03,IMG_3998,40.69789,-73.99267,
5fc43370e12e1aa995d0b41c,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,turkey drums,sticker,sell by,11/20/2020,2.24,IMG_3999,40.69789,-73.99267,
5fc433e4e12e1aa995d0b41d,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,chicken backs,sticker,sell by,11/20/2020,0.73,IMG_4004,40.69789,-73.99267,
5fc43475e12e1aa995d0b41e,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,packaged romaine lettuce,package printed,,11/27/2020,3.99,IMG_4002,40.69789,-73.99267,
5fc43584e12e1aa995d0b41f,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,turkey wings smoked,sticker,sell by,11/30/2020,1.91,IMG_4008,40.69789,-73.99267,
5fc4361de12e1aa995d0b420,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,mixed fruit cup,sticker,sell thru,11/21/2020,5.73,IMG_4009,40.69789,-73.99267,
6019ec67fa9ce8544fb3cda4,12/18/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",shelf stable,chocolate-flavored vegan protein powder,package printed,best used by,8/1/2021,26.99,IMG_4011,40.69335,-73.9915,
6019ed91fa9ce8544fb3cda5,12/18/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,organic broccoli sprouts,package printed,expires,12/19/2020,3.99,IMG_4013,40.69335,-73.9915,
6019ee4dfa9ce8544fb3cda6,12/18/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,whole wheat pita bread,sticker,,12/23/2020,3.49,IMG_4014,40.69335,-73.9915,
6019eed8fa9ce8544fb3cda7,12/18/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,sir kensington's special sauce,package printed,best if used by,6/8/2021,4.99,IMG_4049,40.69335,-73.9915,
6019efd7fa9ce8544fb3cda8,12/18/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,garlic sauerkraut,sticker,best by,1/3/2021,10.49,IMG_4056,40.69335,-73.9915,
6019f02bfa9ce8544fb3cda9,12/18/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,pistachio nutmilk,package printed,,5/16/2021,6.49,IMG_4051,40.69335,-73.9915,
6019f07bfa9ce8544fb3cdaa,12/18/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,organic alfalfa sprouts,sticker,sell by,12/25/2020,1.99,IMG_4058,40.69335,-73.9915,
6019f08afa9ce8544fb3cdab,12/18/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,organic alfalfa sprouts,sticker,sell by,12/25/2020,1.99,IMG_4059,40.69335,-73.9915,
6019f20cfa9ce8544fb3cdac,12/18/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,gluten free whole grain bread,sticker,,12/16/2020,5.99,IMG_4069,40.69335,-73.9915,
6025beb3725181c8c2936464,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2/5/2021,1.99,IMG_4064,40.6912,-73.98716,
6025bf29725181c8c2936465,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2/5/2021,1.99,IMG_4066,40.6912,-73.98716,
6025bf3a725181c8c2936466,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2/5/2021,1.99,IMG_4067,40.6912,-73.98716,
6025bf46725181c8c2936467,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2/5/2021,1.99,IMG_4070,40.6912,-73.98716,
6025bf4f725181c8c2936468,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2/5/2021,1.99,IMG_4071,40.6912,-73.98716,
6025bf6b725181c8c2936469,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2/5/2021,1.99,IMG_4072,40.6912,-73.98716,
6025bfa6725181c8c293646a,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,egg salad sandwich,package printed,use by,2/4/2021,5.99,IMG_4074,40.6912,-73.98716,
6025c0ac725181c8c293646b,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,7/20/2021,1.99,IMG_4075,40.6912,-73.98716,
6025c0b9725181c8c293646c,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,7/20/2021,1.99,IMG_4076,40.6912,-73.98716,
6025c0f0725181c8c293646d,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,7/20/2021,1.99,IMG_4077,40.6912,-73.98716,
6025c0fb725181c8c293646e,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,7/20/2021,1.99,IMG_4078,40.6912,-73.98716,
6025c15f725181c8c293646f,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2/5/2021,1.99,IMG_4079,40.6912,-73.98716,
6025c1ed725181c8c2936470,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,bb,12/12/2021,1.99,IMG_4081,40.6912,-73.98716,
6025c343725181c8c2936471,2/5/2021,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,multivitamin gummies,package printed,exp,7/1/2022,16.99,IMG_4083,40.6912,-73.98716,
